UP000000212	GCA_000317975.2
UP000177232	GCA_001781305.1
UP000177235	GCA_001780115.1
UP000177239	GCA_001802015.1
UP000177243	GCA_001804715.1
UP000177245	GCA_001769295.1
UP000177247	GCA_001821675.1
UP000177253	GCA_001824435.1
UP000177256	GCA_001830035.1
UP000177258	GCA_001776735.1
UP000177263	GCA_001792425.1
UP000177268	GCA_001779035.1
UP000177269	GCA_001821295.1
UP000177272	GCA_001796765.1
UP000177276	GCA_001824215.1
UP000177278	GCA_001802945.1
UP000177279	GCA_001823795.1
UP000177281	GCA_001777825.1
UP000177282	GCA_001790315.1
UP000177290	GCA_001783795.1
UP000177292	GCA_001772295.1
UP000177302	GCA_001788805.1
UP000177303	GCA_001830115.1
UP000177304	GCA_001856865.2
UP000177305	GCA_001805655.1
UP000177306	GCA_001783385.1
UP000177307	GCA_001829955.1
UP000177308	GCA_001787455.1
UP000177309	GCA_001771665.1
UP000177310	GCA_001817495.1
UP000177311	GCA_001783735.1
UP000177315	GCA_001771065.1
UP000177317	GCA_001771915.1
UP000177322	GCA_001798085.1
UP000177324	GCA_001816575.1
UP000177325	GCA_001781805.1
UP000177327	GCA_001804705.1
UP000177328	GCA_001776775.1
UP000177331	GCA_001791715.1
UP000177333	GCA_001796865.1
UP000177338	GCA_001800755.1
UP000177341	GCA_001787395.1
UP000177343	GCA_001798565.1
UP000177346	GCA_001780675.1
UP000177349	GCA_001818415.1
UP000177351	GCA_001774245.1
UP000177354	GCA_001779115.1
UP000177362	GCA_001820595.1
UP000177363	GCA_001828635.1
UP000177364	GCA_001794855.1
UP000177369	GCA_001776375.1
UP000177370	GCA_001785325.1
UP000177371	GCA_001772535.1
UP000177372	GCA_001781685.1
UP000177374	GCA_001771245.1
UP000177376	GCA_001817505.1
UP000177377	GCA_001768435.1
UP000177380	GCA_001801885.1
UP000177381	GCA_001788715.1
UP000177382	GCA_001792115.1
UP000177383	GCA_001780865.1
UP000177384	GCA_001799305.1
UP000177386	GCA_001787385.1
UP000177391	GCA_001768455.1
UP000177392	GCA_001822245.1
UP000177393	GCA_001800165.1
UP000177395	GCA_001783525.1
UP000177396	GCA_001780855.1
UP000177397	GCA_001805485.1
UP000177399	GCA_001824325.1
UP000177402	GCA_001771985.1
UP000177404	GCA_001828365.1
UP000177406	GCA_001770625.1
UP000177407	GCA_001778095.1
UP000177409	GCA_001797185.1
UP000177418	GCA_001788225.1
UP000177419	GCA_001794205.1
UP000177420	GCA_001829155.1
UP000177425	GCA_001780375.1
UP000177427	GCA_001806305.1
UP000177430	GCA_001799325.1
UP000177434	GCA_001771745.1
UP000177435	GCA_001795155.1
UP000177437	GCA_001795415.1
UP000177445	GCA_001854125.1
UP000177449	GCA_001806865.1
UP000177453	GCA_001781995.1
UP000177455	GCA_001800565.1
UP000177457	GCA_001782905.1
UP000177458	GCA_001772895.1
UP000177459	GCA_001770235.1
UP000177461	GCA_001800645.1
UP000177465	GCA_001803845.1
UP000177468	GCA_001794865.1
UP000177476	GCA_001799795.1
UP000177478	GCA_001794605.1
UP000177479	GCA_001770355.1
UP000177480	GCA_001819735.1
UP000177481	GCA_001774395.1
UP000177483	GCA_001782195.1
UP000177486	GCA_001819395.1
UP000177489	GCA_001769125.1
UP000177490	GCA_001784055.1
UP000177498	GCA_001797905.1
UP000177501	GCA_001792995.1
UP000177504	GCA_001828845.1
UP000177505	GCA_001804345.1
UP000177506	GCA_001816125.1
UP000177507	GCA_001794195.1
UP000177511	GCA_001795245.1
UP000177516	GCA_001805925.1
UP000177519	GCA_001786575.1
UP000177521	GCA_001773485.1
UP000177528	GCA_001817095.1
UP000177535	GCA_001801155.1
UP000177544	GCA_001803865.1
UP000177549	GCA_001797195.1
UP000177553	GCA_001799635.1
UP000177554	GCA_001802285.1
UP000177555	GCA_001776635.1
UP000177559	GCA_001799365.1
UP000177564	GCA_001773505.1
UP000177565	GCA_001821015.1
UP000177569	GCA_001799925.1
UP000177572	GCA_001798395.1
UP000177574	GCA_001791505.1
UP000177576	GCA_001787465.1
UP000177579	GCA_001778325.1
UP000177580	GCA_001798185.1
UP000177581	GCA_001796475.1
UP000177583	GCA_001783715.1
UP000177587	GCA_001821375.1
UP000177588	GCA_001816725.1
UP000177590	GCA_001782085.1
UP000177593	GCA_001767065.1
UP000177594	GCA_001794015.1
UP000177597	GCA_001802125.1
UP000177599	GCA_001768195.1
UP000177600	GCA_001807505.1
UP000177602	GCA_001785295.1
UP000177605	GCA_001794275.1
UP000177610	GCA_001779895.1
UP000177611	GCA_001798595.1
UP000177612	GCA_001801365.1
UP000177614	GCA_001773455.1
UP000177615	GCA_001767855.1
UP000177619	GCA_001775755.1
UP000177621	GCA_001769505.1
UP000177622	GCA_001773325.1
UP000177626	GCA_001818445.1
UP000177628	GCA_001829865.1
UP000177629	GCA_001822835.1
UP000177630	GCA_001803705.1
UP000177637	GCA_001797075.1
UP000177644	GCA_001798055.1
UP000177649	GCA_001822945.1
UP000177651	GCA_001804885.1
UP000177652	GCA_001781515.1
UP000177653	GCA_001773825.1
UP000177656	GCA_001804025.1
UP000177657	GCA_001815935.1
UP000177658	GCA_001798365.1
UP000177659	GCA_001781215.1
UP000177660	GCA_001805285.1
UP000177661	GCA_001766875.1
UP000177664	GCA_001767925.1
UP000177672	GCA_001798765.1
UP000177674	GCA_001795335.1
UP000177682	GCA_001780035.1
UP000177685	GCA_001816485.1
UP000177690	GCA_001817995.1
UP000177692	GCA_001770545.1
UP000177694	GCA_001767195.1
UP000177697	GCA_001824275.1
UP000177698	GCA_001789645.1
UP000177700	GCA_001828745.1
UP000177701	GCA_001773955.1
UP000177703	GCA_001799395.1
UP000177710	GCA_001767955.1
UP000177713	GCA_001797415.1
UP000177714	GCA_001801995.1
UP000177718	GCA_001816835.1
UP000177719	GCA_001782415.1
UP000177720	GCA_001780755.1
UP000177722	GCA_001825365.1
UP000177723	GCA_001780555.1
UP000177724	GCA_001824595.1
UP000177725	GCA_001819475.1
UP000177729	GCA_001797825.1
UP000177730	GCA_001830745.1
UP000177731	GCA_001797095.1
UP000177732	GCA_001767765.1
UP000177733	GCA_001767145.1
UP000177734	GCA_001800555.1
UP000177740	GCA_001821555.1
UP000177745	GCA_001795855.1
UP000177746	GCA_001825195.1
UP000177748	GCA_001800925.1
UP000177750	GCA_001791575.1
UP000177751	GCA_001822095.1
UP000177763	GCA_001772985.1
UP000177770	GCA_001829855.1
UP000177772	GCA_001824675.1
UP000177776	GCA_001788925.1
UP000177777	GCA_001785595.1
UP000177780	GCA_001805055.1
UP000177785	GCA_001819745.1
UP000177787	GCA_001799895.1
UP000177791	GCA_001816165.1
UP000177794	GCA_001792925.1
UP000177796	GCA_001794515.1
UP000177797	GCA_001821135.1
UP000177802	GCA_001788685.1
UP000177803	GCA_001783135.1
UP000177804	GCA_001825495.1
UP000177807	GCA_001805085.1
UP000177810	GCA_001819435.1
UP000177811	GCA_001820635.1
UP000177812	GCA_001770955.1
UP000177813	GCA_001825715.1
UP000177816	GCA_001825555.1
UP000177817	GCA_001818365.1
UP000177820	GCA_001767295.1
UP000177832	GCA_001804315.1
UP000177838	GCA_001824825.1
UP000177848	GCA_001803925.1
UP000177853	GCA_001823455.1
UP000177854	GCA_001767115.1
UP000177855	GCA_001793345.1
UP000177860	GCA_001771895.1
UP000177861	GCA_001801565.1
UP000177862	GCA_001769625.1
UP000177866	GCA_001829715.1
UP000177868	GCA_001775685.1
UP000177869	GCA_001786795.1
UP000177871	GCA_001780905.1
UP000177873	GCA_001770435.1
UP000177876	GCA_001768645.1
UP000177878	GCA_001777995.1
UP000177879	GCA_001804605.1
UP000177881	GCA_001770325.1
UP000177882	GCA_001812555.1
UP000177885	GCA_001791045.1
UP000177889	GCA_001801515.1
UP000177890	GCA_001802375.1
UP000177894	GCA_001854185.1
UP000177900	GCA_001816735.1
UP000177901	GCA_001828465.1
UP000177902	GCA_001796435.1
UP000177903	GCA_001770255.1
UP000177905	GCA_001771505.1
UP000177907	GCA_001784435.1
UP000177909	GCA_001775395.1
UP000177912	GCA_001777525.1
UP000177913	GCA_001788015.1
UP000177916	GCA_001800085.1
UP000177918	GCA_001798685.1
UP000177925	GCA_001786655.1
UP000177932	GCA_001821805.1
UP000177933	GCA_001798015.1
UP000177941	GCA_001817115.1
UP000177942	GCA_001817915.1
UP000177943	GCA_001820985.1
UP000177946	GCA_001790445.1
UP000177950	GCA_001786665.1
UP000177953	GCA_001784195.1
UP000177958	GCA_001781115.1
UP000177960	GCA_001818695.1
UP000177964	GCA_001796355.1
UP000177967	GCA_001816385.1
UP000177975	GCA_001824395.1
UP000177976	GCA_001830805.1
UP000177978	GCA_001768285.1
UP000177979	GCA_001774535.1
UP000177981	GCA_001804965.1
UP000177982	GCA_001820675.1
UP000177986	GCA_001805645.1
UP000177987	GCA_001823575.1
UP000177989	GCA_001831125.1
UP000177996	GCA_001818995.1
UP000177999	GCA_001797845.1
UP000178000	GCA_001797395.1
UP000178007	GCA_001829125.1
UP000178012	GCA_001828445.1
UP000178013	GCA_001784695.1
UP000178014	GCA_001803885.1
UP000178016	GCA_001799675.1
UP000178017	GCA_001777345.1
UP000178024	GCA_001796155.1
UP000178026	GCA_001784675.1
UP000178034	GCA_001783175.1
UP000178038	GCA_001801685.1
UP000178039	GCA_001789995.1
UP000178040	GCA_001789695.1
UP000178041	GCA_001799455.1
UP000178042	GCA_001781465.1
UP000178053	GCA_001768395.1
UP000178054	GCA_001771815.1
UP000178055	GCA_001784095.1
UP000178058	GCA_001799575.1
UP000178059	GCA_001785415.1
UP000178061	GCA_001802045.1
UP000178063	GCA_001798605.1
UP000178064	GCA_001805005.1
UP000178065	GCA_001823165.1
UP000178066	GCA_001796045.1
UP000178068	GCA_001816985.1
UP000178073	GCA_001824505.1
UP000178074	GCA_001797445.1
UP000178082	GCA_001790865.1
UP000178084	GCA_001825485.1
UP000178085	GCA_001771215.1
UP000178086	GCA_001767575.1
UP000178087	GCA_001788415.1
UP000178088	GCA_001768975.1
UP000178089	GCA_001821055.1
UP000178091	GCA_001775475.1
UP000178092	GCA_001823215.1
UP000178097	GCA_001830935.1
UP000178099	GCA_001819015.1
UP000178101	GCA_001854305.1
UP000178104	GCA_001785985.1
UP000178106	GCA_001819135.1
UP000178109	GCA_001818435.1
UP000178114	GCA_001780695.1
UP000178116	GCA_001822475.1
UP000178117	GCA_001794525.1
UP000178121	GCA_001820935.1
UP000178122	GCA_001817535.1
UP000178123	GCA_001802895.1
UP000178127	GCA_001772865.1
UP000178129	GCA_900074885.1
UP000178132	GCA_001803505.1
UP000178151	GCA_001768675.1
UP000178152	GCA_001800405.1
UP000178155	GCA_001795815.1
UP000178157	GCA_001798975.1
UP000178159	GCA_001790625.1
UP000178161	GCA_001783195.1
UP000178162	GCA_001816695.1
UP000178168	GCA_001823605.1
UP000178170	GCA_001824915.1
UP000178171	GCA_001829755.1
UP000178173	GCA_001784835.1
UP000178175	GCA_001825315.1
UP000178176	GCA_001775605.1
UP000178178	GCA_001770155.1
UP000178184	GCA_001786995.1
UP000178186	GCA_001821725.1
UP000178187	GCA_001804285.1
UP000178189	GCA_001799225.1
UP000178195	GCA_001799565.1
UP000178197	GCA_001794415.1
UP000178202	GCA_001799995.1
UP000178205	GCA_001803635.1
UP000178207	GCA_001805205.1
UP000178209	GCA_001828245.1
UP000178211	GCA_001796715.1
UP000178215	GCA_001802095.1
UP000178217	GCA_001791065.1
UP000178218	GCA_001796845.1
UP000178219	GCA_001769575.1
UP000178221	GCA_001802715.1
UP000178225	GCA_001828855.1
UP000178227	GCA_001795615.1
UP000178230	GCA_001779015.1
UP000178231	GCA_001830455.1
UP000178235	GCA_001785375.1
UP000178240	GCA_001817345.1
UP000178241	GCA_001782525.1
UP000178243	GCA_001769835.1
UP000178244	GCA_001769805.1
UP000178246	GCA_001775715.1
UP000178249	GCA_001779615.1
UP000178251	GCA_001778535.1
UP000178253	GCA_001798335.1
UP000178254	GCA_001784475.1
UP000178255	GCA_001767445.1
UP000178258	GCA_001797235.1
UP000178259	GCA_001817715.1
UP000178260	GCA_001828995.1
UP000178261	GCA_001798715.1
UP000178264	GCA_001791465.1
UP000178266	GCA_001801755.1
UP000178267	GCA_001803465.1
UP000178270	GCA_001772515.1
UP000178272	GCA_001816895.1
UP000178273	GCA_001780165.1
UP000178281	GCA_001799355.1
UP000178291	GCA_001831015.1
UP000178292	GCA_001767655.1
UP000178302	GCA_001820815.1
UP000178305	GCA_001779375.1
UP000178313	GCA_001792915.1
UP000178319	GCA_001816425.1
UP000178321	GCA_001769315.1
UP000178323	GCA_001780195.1
UP000178328	GCA_001781275.1
UP000178331	GCA_001799175.1
UP000178335	GCA_001805105.1
UP000178341	GCA_001829165.1
UP000178342	GCA_001802995.1
UP000178344	GCA_001779675.1
UP000178347	GCA_001783065.1
UP000178348	GCA_001818895.1
UP000178349	GCA_001784405.1
UP000178350	GCA_001824485.1
UP000178356	GCA_001769615.1
UP000178359	GCA_001795195.1
UP000178362	GCA_001795455.1
UP000178363	GCA_001767915.1
UP000178364	GCA_001800865.1
UP000178367	GCA_001780275.1
UP000178370	GCA_001781105.1
UP000178372	GCA_001789365.1
UP000178374	GCA_001785525.1
UP000178376	GCA_001773465.1
UP000178377	GCA_001777585.1
UP000178379	GCA_001785045.1
UP000178380	GCA_001821915.1
UP000178385	GCA_001817385.1
UP000178390	GCA_001798855.1
UP000178396	GCA_001796025.1
UP000178403	GCA_001802885.1
UP000178406	GCA_001780515.1
UP000178407	GCA_001766955.1
UP000178413	GCA_001822575.1
UP000178417	GCA_001771535.1
UP000178418	GCA_001804045.1
UP000178421	GCA_001823345.1
UP000178423	GCA_001795385.1
UP000178427	GCA_001783355.1
UP000178429	GCA_001793185.1
UP000178432	GCA_001817375.1
UP000178435	GCA_001790715.1
UP000178440	GCA_001803415.1
UP000178443	GCA_001802565.1
UP000178444	GCA_001795695.1
UP000178446	GCA_001792185.1
UP000178448	GCA_001779095.1
UP000178449	GCA_001783695.1
UP000178450	GCA_001790075.1
UP000178458	GCA_001798725.1
UP000178460	GCA_001803785.1
UP000178461	GCA_001779345.1
UP000178464	GCA_001805575.1
UP000178465	GCA_001830405.1
UP000178468	GCA_001801485.1
UP000178472	GCA_001819115.1
UP000178473	GCA_001770995.1
UP000178474	GCA_001800005.1
UP000178477	GCA_001770495.1
UP000178479	GCA_001769175.1
UP000178483	GCA_001797275.1
UP000178485	GCA_900095795.1
UP000178486	GCA_001789885.1
UP000178490	GCA_001784455.1
UP000178494	GCA_001797165.1
UP000178496	GCA_001803315.1
UP000178497	GCA_001804815.1
UP000178498	GCA_001775355.1
UP000178505	GCA_001799475.1
UP000178506	GCA_001829345.1
UP000178507	GCA_001788595.1
UP000178509	GCA_001821885.1
UP000178510	GCA_001820655.1
UP000178513	GCA_001804805.1
UP000178516	GCA_001805245.1
UP000178517	GCA_001817925.1
UP000178519	GCA_001828935.1
UP000178520	GCA_001794025.1
UP000178521	GCA_001791825.1
UP000178522	GCA_001825665.1
UP000178526	GCA_001790645.1
UP000178528	GCA_001770015.1
UP000178529	GCA_001823255.1
UP000178531	GCA_001797665.1
UP000178533	GCA_001792035.1
UP000178534	GCA_001821435.1
UP000178537	GCA_001798755.1
UP000178538	GCA_001825145.1
UP000178540	GCA_001824635.1
UP000178550	GCA_001803645.1
UP000178555	GCA_001790615.1
UP000178558	GCA_001789795.1
UP000178561	GCA_001829495.1
UP000178565	GCA_001776905.1
UP000178568	GCA_001801545.1
UP000178569	GCA_001798785.1
UP000178570	GCA_001817235.1
UP000178573	GCA_001783885.1
UP000178574	GCA_001822215.1
UP000178578	GCA_001770655.1
UP000178583	GCA_001776195.1
UP000178584	GCA_001784565.1
UP000178585	GCA_001773545.1
UP000178587	GCA_001783335.1
UP000178589	GCA_001825115.1
UP000178590	GCA_001789155.1
UP000178598	GCA_001804865.1
UP000178601	GCA_001781875.1
UP000178602	GCA_001771625.1
UP000178603	GCA_001792935.1
UP000178604	GCA_001786585.1
UP000178605	GCA_001797785.1
UP000178606	GCA_001781055.1
UP000178609	GCA_001771325.1
UP000178611	GCA_001800675.1
UP000178613	GCA_001823295.1
UP000178615	GCA_001772575.1
UP000178620	GCA_001805375.1
UP000178622	GCA_001832905.1
UP000178624	GCA_001799115.1
UP000178630	GCA_001824475.1
UP000178631	GCA_001771785.1
UP000178635	GCA_001767375.1
UP000178636	GCA_001819035.1
UP000178637	GCA_001771315.1
UP000178641	GCA_001828335.1
UP000178644	GCA_001773915.1
UP000178645	GCA_001787125.1
UP000178647	GCA_001819335.1
UP000178648	GCA_001795535.1
UP000178650	GCA_001822065.1
UP000178653	GCA_001797495.1
UP000178656	GCA_001778275.1
UP000178661	GCA_001786175.1
UP000178663	GCA_001782075.1
UP000178665	GCA_001773855.1
UP000178667	GCA_001782015.1
UP000178670	GCA_001797895.1
UP000178676	GCA_001802795.1
UP000178677	GCA_001770175.1
UP000178679	GCA_001805135.1
UP000178680	GCA_001830645.1
UP000178681	GCA_001779145.1
UP000178682	GCA_001780235.1
UP000178684	GCA_001778785.1
UP000178686	GCA_001769035.1
UP000178689	GCA_001782515.1
UP000178690	GCA_001822855.1
UP000178692	GCA_001769215.1
UP000178697	GCA_001798935.1
UP000178699	GCA_001773895.1
UP000178703	GCA_001819295.1
UP000178704	GCA_001800285.1
UP000178705	GCA_001771235.1
UP000178707	GCA_001772055.1
UP000178709	GCA_001770785.1
UP000178710	GCA_001820605.1
UP000178713	GCA_001831135.1
UP000178719	GCA_001797735.1
UP000178723	GCA_001791425.1
UP000178724	GCA_001772335.1
UP000178726	GCA_001783035.1
UP000178729	GCA_001796785.1
UP000178732	GCA_001784485.1
UP000178733	GCA_001769115.1
UP000178734	GCA_001769845.1
UP000178735	GCA_001791795.1
UP000178740	GCA_001795285.1
UP000178742	GCA_001784205.1
UP000178744	GCA_001817755.1
UP000178747	GCA_001817415.1
UP000178750	GCA_001792265.1
UP000178756	GCA_001768735.1
UP000178758	GCA_001776035.1
UP000178759	GCA_001780985.1
UP000178762	GCA_001801015.1
UP000178764	GCA_001774375.1
UP000178767	GCA_001767395.1
UP000178771	GCA_001772665.1
UP000178774	GCA_001820115.1
UP000178777	GCA_001798105.1
UP000178778	GCA_001784875.1
UP000178780	GCA_001829045.1
UP000178781	GCA_001828495.1
UP000178783	GCA_001778015.1
UP000178794	GCA_001781255.1
UP000178796	GCA_001818595.1
UP000178797	GCA_001788635.1
UP000178800	GCA_001802725.1
UP000178801	GCA_001770585.1
UP000178811	GCA_001781635.1
UP000178812	GCA_001791895.1
UP000178814	GCA_001772175.1
UP000178815	GCA_001781095.1
UP000178817	GCA_001823545.1
UP000178818	GCA_001767615.1
UP000178819	GCA_001767075.1
UP000178820	GCA_001820175.1
UP000178826	GCA_001821995.1
UP000178827	GCA_001782475.1
UP000178829	GCA_001768155.1
UP000178830	GCA_001795365.1
UP000178831	GCA_001790525.1
UP000178834	GCA_001770705.1
UP000178835	GCA_001820015.1
UP000178836	GCA_001775695.1
UP000178839	GCA_001767435.1
UP000178840	GCA_001771935.1
UP000178841	GCA_001818935.1
UP000178842	GCA_001796335.1
UP000178845	GCA_001776535.1
UP000178848	GCA_001793485.1
UP000178849	GCA_001818835.1
UP000178851	GCA_001792335.1
UP000178853	GCA_001788115.1
UP000178857	GCA_001789855.1
UP000178859	GCA_001779745.1
UP000178861	GCA_001829035.1
UP000178862	GCA_001767595.1
UP000178867	GCA_001828545.1
UP000178869	GCA_001822815.1
UP000178870	GCA_001792455.1
UP000178873	GCA_001820875.1
UP000178875	GCA_001797465.1
UP000178877	GCA_001795065.1
UP000178880	GCA_001818625.1
UP000178885	GCA_001785115.1
UP000178886	GCA_001784645.1
UP000178892	GCA_001777575.1
UP000178893	GCA_001819175.1
UP000178894	GCA_001778905.1
UP000178900	GCA_001787705.1
UP000178908	GCA_001794295.1
UP000178910	GCA_001805185.1
UP000178911	GCA_001795625.1
UP000178914	GCA_001789815.1
UP000178916	GCA_001800905.1
UP000178919	GCA_001781755.1
UP000178920	GCA_001830285.1
UP000178922	GCA_001829245.1
UP000178924	GCA_001782235.1
UP000178925	GCA_001778085.1
UP000178926	GCA_001830855.1
UP000178929	GCA_001802055.1
UP000178930	GCA_001817295.1
UP000178938	GCA_001770035.1
UP000178940	GCA_001770935.1
UP000178943	GCA_001780385.1
UP000178944	GCA_001817585.1
UP000178949	GCA_001802295.1
UP000178951	GCA_001771615.1
UP000178953	GCA_001766635.1
UP000178954	GCA_001801495.1
UP000178956	GCA_001788965.1
UP000178959	GCA_001769555.1
UP000178964	GCA_001772715.1
UP000178965	GCA_001766905.1
UP000178977	GCA_001820755.1
UP000178978	GCA_001830835.1
UP000178991	GCA_001820065.1
UP000178992	GCA_001799505.1
UP000178994	GCA_001797015.1
UP000178995	GCA_001805445.1
UP000178999	GCA_001793475.1
UP000179001	GCA_001778235.1
UP000179003	GCA_001774495.1
UP000179004	GCA_001769705.1
UP000179005	GCA_001772655.1
UP000179010	GCA_001771275.1
UP000179013	GCA_001792055.1
UP000179014	GCA_001779585.1
UP000179018	GCA_001793015.1
UP000179023	GCA_001822345.1
UP000179024	GCA_001788135.1
UP000179028	GCA_001829625.1
UP000179032	GCA_001829795.1
UP000179034	GCA_001780795.1
UP000179035	GCA_001769855.1
UP000179037	GCA_001785205.1
UP000179042	GCA_900095615.1
UP000179043	GCA_001800375.1
UP000179045	GCA_001773425.1
UP000179047	GCA_001795715.1
UP000179052	GCA_001822425.1
UP000179054	GCA_001830205.1
UP000179055	GCA_001803875.1
UP000179057	GCA_001793935.1
UP000179059	GCA_001818575.1
UP000179060	GCA_001800825.1
UP000179061	GCA_001804565.1
UP000179072	GCA_001788165.1
UP000179075	GCA_001830475.1
UP000179076	GCA_001785035.1
UP000179078	GCA_001768035.1
UP000179085	GCA_001829875.1
UP000179087	GCA_001767455.1
UP000179098	GCA_001783255.1
UP000179099	GCA_001819495.1
UP000179101	GCA_001768125.1
UP000179102	GCA_001776335.1
UP000179106	GCA_001819945.1
UP000179107	GCA_001768075.1
UP000179115	GCA_001781435.1
UP000179116	GCA_001800795.1
UP000179118	GCA_001823535.1
UP000179119	GCA_001804125.1
UP000179124	GCA_001790495.1
UP000179129	GCA_001780825.1
UP000179132	GCA_001768565.1
UP000179133	GCA_001778355.1
UP000179135	GCA_001830945.1
UP000179136	GCA_001783595.1
UP000179145	GCA_001787335.1
UP000179148	GCA_001802535.1
UP000179153	GCA_001820035.1
UP000179154	GCA_001830565.1
UP000179155	GCA_001790515.1
UP000179157	GCA_001778455.1
UP000179162	GCA_001805965.1
UP000179163	GCA_001795425.1
UP000179167	GCA_001798805.1
UP000179170	GCA_001767675.1
UP000179172	GCA_001831045.1
UP000179173	GCA_001797675.1
UP000179174	GCA_001786395.1
UP000179177	GCA_001798995.1
UP000179179	GCA_001792695.1
UP000179181	GCA_001767835.1
UP000179185	GCA_001786425.1
UP000179187	GCA_001772305.1
UP000179196	GCA_001801825.1
UP000179197	GCA_001803385.1
UP000179200	GCA_001797655.1
UP000179202	GCA_001784285.1
UP000179204	GCA_001787555.1
UP000179206	GCA_001801865.1
UP000179209	GCA_001781015.1
UP000179214	GCA_001820195.1
UP000179216	GCA_001800745.1
UP000179219	GCA_001791955.1
UP000179221	GCA_001792375.1
UP000179226	GCA_001787535.1
